nom,prix,adresse,image
Pigeon voyageur Manteau Opale,Prixsurdemande,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4621197_uploaded_image1_1709366454.jpg""); width: 369px;"
Pigeons,100,"Almadies 2, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4623025_uploaded_image1_1709471989.jpg""); width: 447px;"
Pigeon voyageur,15000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4624891_uploaded_image1_1709566248.jpg""); width: 394px;"
Pigeon King,Prixsurdemande,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4624920_uploaded_image1_1709567189.jpg""); width: 394px;"
Pigeon Boulant,Prixsurdemande,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4624925_uploaded_image1_1709567352.jpg""); width: 394px;"
Brahma,25000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4644724_uploaded_image1_1710589505.jpg""); width: 671px;"
Couple  Brahma Herminé standard,80000,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4650066_uploaded_image1_1710871182.jpg""); width: 432px;"
Œufs à couver,12500,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4651892_uploaded_image1_1710962341.jpg""); width: 602px;"
Pigeons Mondain,200000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4653298_uploaded_image1_1711039158.jpg""); width: 426px;"
Pigeon Texan,80000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4653331_uploaded_image1_1711039616.jpg""); width: 426px;"
Pigeons,50000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4662585_uploaded_image1_1711547077.jpg""); width: 426px;"
Pigeon voyageur,10000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4662603_uploaded_image1_1711547811.jpg""); width: 426px;"
Pigeon Mondain Andalou,300,"Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4664895_uploaded_image1_1711663431.jpg""); width: 411px;"
Pigeon voyageur à manteau,Prixsurdemande,"Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4664901_uploaded_image1_1711663618.jpg""); width: 411px;"
Femelle andalou,250000,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4667144_uploaded_image1_1711815313.jpg""); width: 369px;"
Poulets de chair,Prixsurdemande,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4667518_uploaded_image1_1711842967.jpg""); width: 566px;"
Pigeon Mondain écailler,170000,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4685152_uploaded_image1_1712756876.jpg""); width: 369px;"
Couple Pigeons voyageur,15000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4690857_uploaded_image1_1713063525.jpg""); width: 394px;"
Pigeon Mâle voyageur,Prixsurdemande,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4690859_uploaded_image1_1713063647.jpg""); width: 394px;"
Lapereaux,13500,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4703012_uploaded_image1_1713680804.jpg""); width: 371px;"
Pigeons King mâle,35000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4704120_uploaded_image2_1713750110.jpeg""); width: 394px;"
Lapin Angora,20000,"Mamelles, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4714367_uploaded_image1_1714245668.jpg""); width: 408px;"
Poulet Nègre de soie,35000,"Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4723223_uploaded_image1_1714727157.jpg""); width: 369px;"
Volaille,Prixsurdemande,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4724548_uploaded_image1_1714767368.jpg""); width: 532px;"
Pigeons voyageurs,Prixsurdemande,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4729764_uploaded_image1_1715037972.jpg""); width: 394px;"
Poulet,Prixsurdemande,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4738369_uploaded_image1_1715444473.jpg""); width: 594px;"
Poulets de chair,1500,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4696598_uploaded_image1_1713352074.jpg""); width: 623px;"
Couple lapereau fauve de bourgogne,40000,"Lac rose, Sénégal","background-image: url(""https://images.coinafrique.com/4751808_uploaded_image1_1716133783.jpg""); width: 397px;"
Poulets,2500,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4767951_uploaded_image1_1716976720.jpg""); width: 371px;"
Poulet race,Prixsurdemande,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4787594_uploaded_image1_1717954434.jpg""); width: 510px;"
Texan pionnier,Prixsurdemande,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4800306_uploaded_image1_1718745517.jpg""); width: 463px;"
Poule Brahma,95000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4807398_uploaded_image1_1719187421.jpg""); width: 399px;"
Jeune mâle hermine,60000,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4810642_uploaded_image1_1719347241.jpg""); width: 522px;"
Poulet frisées,15000,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4816360_uploaded_image1_1719645541.jpg""); width: 597px;"
Pigeons voyageur,7000,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4816363_uploaded_image1_1719645676.jpg""); width: 597px;"
Hermines et cochins,500,"Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4817873_uploaded_image1_1719747122.jpg""); width: 388px;"
Cochin porteur caillouté paire,120000,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4818681_uploaded_image1_1719796046.jpg""); width: 444px;"
Mâle brahman Hierminés,Prixsurdemande,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4824501_uploaded_image2_1720037293.jpeg""); width: 651px;"
Lapereaux métisse Géant et Californien,15000,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4829597_uploaded_image1_1720290196.jpg""); width: 432px;"
Œufs fertiles et poussins de goliath,15000,"Fass, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4836511_uploaded_image1_1720629763.jpg""); width: 632px;"
Jeune Mondain 2024,150000,"Thiaroye, Sénégal","background-image: url(""https://images.coinafrique.com/4840128_uploaded_image1_1720797760.jpg""); width: 383px;"
Paires engoura,Prixsurdemande,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4841263_uploaded_image1_1720874099.jpg""); width: 369px;"
Couple pigeon mondain blanc,70000,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4853197_uploaded_image1_1721514569.jpg""); width: 416px;"
Pigeons  Texan,20000,"Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4860848_uploaded_image1_1721930260.jpg""); width: 413px;"
Pan indien blanc,35000,"Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4860862_uploaded_image1_1721930737.jpg""); width: 413px;"
Pigeon mondain noir,170000,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4862270_uploaded_image1_1722006320.jpg""); width: 369px;"
Cochin Caillouté Et Porteur Caillouté,Prixsurdemande,"Pikine, Sénégal","background-image: url(""https://images.coinafrique.com/4862961_uploaded_image1_1722048205.jpg""); width: 546px;"
Lapin nain,30000,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4865409_uploaded_image1_1722221284.jpg""); width: 508px;"
Lapereaux Gdf,60000,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4868318_uploaded_image1_1722369912.jpg""); width: 446px;"
Poules Bleu Hollande,5000,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4877982_uploaded_image1_1722858918.jpg""); width: 369px;"
Pigeon Boulant Gaditano,Prixsurdemande,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4884507_uploaded_image1_1723139531.jpg""); width: 394px;"
pigeon voyageur,Prixsurdemande,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4917441_uploaded_image1_1724967120.jpg""); width: 473px;"
Pigeons Voyageurs  et boulants,Prixsurdemande,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4920745_uploaded_image1_1725167512.jpg""); width: 394px;"
Métisse Brahma,50000,"Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4921301_uploaded_image1_1725195914.jpg""); width: 405px;"
couples lapins,15000,"Pikine, Sénégal","background-image: url(""https://images.coinafrique.com/4932369_uploaded_image1_1725702422.jpg""); width: 537px;"
Poule Brahma,Prixsurdemande,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4936101_uploaded_image1_1725915391.jpg""); width: 651px;"
Pigeon voyageur,25000,"Mariste, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4936241_uploaded_image1_1725920934.jpg""); width: 520px;"
Poulets Fermiers,10000,"Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4942161_uploaded_image1_1726204258.jpg""); width: 584px;"
Lapin,50000,"Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4954195_uploaded_image1_1726867840.jpg""); width: 369px;"
Lapin,15000,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4966470_uploaded_image1_1727557573.jpg""); width: 407px;"
Coq,3000,"Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4975038_uploaded_image1_1727964716.jpg""); width: 379px;"
Lapins,15000,"Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4975768_uploaded_image2_1727986044.jpeg""); width: 532px;"
Couple lapins,15000,"Pikine, Sénégal","background-image: url(""https://images.coinafrique.com/4981240_uploaded_image1_1728309289.jpg""); width: 537px;"
Poule Brahma,Prixsurdemande,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4993341_uploaded_image1_1728920307.jpg""); width: 571px;"
Pigeon pan indien,10000,"Patte d'oie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4996843_uploaded_image1_1729085675.jpg""); width: 442px;"
Rex garenne,Prixsurdemande,"Almadies 2, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4998472_uploaded_image1_1729159431.jpg""); width: 623px;"
lapins mâle adulte,15000,"Pikine, Sénégal","background-image: url(""https://images.coinafrique.com/5000540_uploaded_image1_1729260478.jpg""); width: 537px;"
Couple mantau écailles de 2 mois,15000,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/5043101_uploaded_image1_1731565347.jpg""); width: 371px;"
Poule Brahma,45000,"Pikine, Sénégal","background-image: url(""https://images.coinafrique.com/5044135_uploaded_image1_1731603018.jpg""); width: 432px;"
Couple adulte métisses,35000,"Pikine, Sénégal","background-image: url(""https://images.coinafrique.com/5064256_uploaded_image1_1732714222.jpg""); width: 551px;"
couple boulon saxe,45000,"Mariste, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5069958_uploaded_image1_1733056070.jpg""); width: 520px;"
Mondain noir,150000,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5078519_uploaded_image1_1733444790.jpg""); width: 369px;"
Poussin brahman,25000,"Pikine, Sénégal","background-image: url(""https://images.coinafrique.com/5080703_uploaded_image1_1733571477.jpg""); width: 432px;"
Pigeon Mondain,200000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/5085521_uploaded_image1_1733851166.jpg""); width: 426px;"
Couple lahore lavande,30000,"Patte d'oie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5088564_uploaded_image1_1734010113.jpg""); width: 442px;"
Poussins,Prixsurdemande,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5104370_uploaded_image1_1734964382.jpg""); width: 491px;"
Poussin Herminé,36000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5107651_uploaded_image1_1735215733.jpg""); width: 651px;"
Lapin,12000,"Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/5119494_uploaded_image2_1736025705.jpeg""); width: 392px;"
Lapin,12000,"Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/5119498_uploaded_image1_1736025924.jpg""); width: 392px;"
Mâle Brahma,Prixsurdemande,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/5121430_uploaded_image1_1736164839.jpg""); width: 369px;"
Pigeon Mondain,150000,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5121788_uploaded_image1_1736179154.jpg""); width: 369px;"
Femelle Barmane,35000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/5124363_uploaded_image1_1736298689.jpg""); width: 459px;"
Lapin métissage californien,15000,"Dieuppeul-Derklé, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5148151_uploaded_image1_1737572310.jpg""); width: 523px;"
Femelle brahma caillouté,55000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/5159050_uploaded_image1_1738156403.jpg""); width: 459px;"
